industry,segment,year,month,date,employees,hours,earnings
manufacturing durable goods,total,2012,M10,10/1/12,7485,40.8,25.3
manufacturing durable goods,total,2012,M11,11/1/12,7488,40.8,25.36
manufacturing durable goods,total,2012,M12,12/1/12,7505,41,25.45
manufacturing durable goods,total,2013,M01,1/1/13,7515,41,25.45
manufacturing durable goods,total,2013,M02,2/1/13,7523,41.2,25.51
manufacturing durable goods,total,2013,M03,3/1/13,7531,41.2,25.55
manufacturing durable goods,total,2013,M04,4/1/13,7534,41.1,25.63
manufacturing durable goods,total,2013,M05,5/1/13,7533,41,25.73
manufacturing durable goods,total,2013,M06,6/1/13,7539,41.1,25.75
manufacturing durable goods,total,2013,M07,7/1/13,7517,41,25.78
manufacturing durable goods,total,2013,M08,8/1/13,7547,41.3,25.79
manufacturing durable goods,total,2013,M09,9/1/13,7564,41.3,25.86
manufacturing durable goods,total,2013,M10,10/1/13,7576,41.3,25.86
manufacturing durable goods,total,2013,M11,11/1/13,7589,41.5,26
manufacturing durable goods,total,2013,M12,12/1/13,7591,41.4,26.03
manufacturing durable goods,total,2014,M01,1/1/14,7583,41.1,26.11
manufacturing durable goods,total,2014,M02,2/1/14,7605,41.2,26.13
manufacturing durable goods,total,2014,M03,3/1/14,7621,41.4,26.14
manufacturing durable goods,total,2014,M04,4/1/14,7632,41.4,26.08
manufacturing durable goods,total,2014,M05,5/1/14,7647,41.6,26.09
manufacturing durable goods,total,2014,M06,6/1/14,7669,41.6,26.19
manufacturing durable goods,total,2014,M07,7/1/14,7686,41.4,26.2
manufacturing durable goods,total,2014,M08,8/1/14,7699,41.5,26.23
manufacturing durable goods,total,2014,M09,9/1/14,7709,41.5,26.19
manufacturing durable goods,total,2014,M10,10/1/14,7732,41.5,26.25
manufacturing durable goods,total,2014,M11,11/1/14,7749,41.6,26.28
manufacturing durable goods,total,2014,M12,12/1/14,7752,41.4,26.26
manufacturing durable goods,total,2015,M01,1/1/15,7752,41.4,26.3
manufacturing durable goods,total,2015,M02,2/1/15,7760,41.3,26.39
manufacturing durable goods,total,2015,M03,3/1/15,7764,41.2,26.44
manufacturing durable goods,total,2015,M04,4/1/15,7763,41.2,26.45
manufacturing durable goods,total,2015,M05,5/1/15,7773,41.1,26.52
manufacturing durable goods,total,2015,M06,6/1/15,7772,41,26.51
manufacturing durable goods,total,2015,M07,7/1/15,7774,41.1,26.59
manufacturing durable goods,total,2015,M08,8/1/15,7774,41.2,26.73
manufacturing durable goods,total,2015,M09,9/1/15,7773,41,26.71
manufacturing durable goods,total,2015,M10,10/1/15,7770,41,26.73
manufacturing durable goods,total,2015,M11,11/1/15,7756,41.2,26.82
manufacturing durable goods,total,2015,M12,12/1/15,7750,41.1,26.85
manufacturing durable goods,total,2016,M01,1/1/16,7762,41.2,26.97
manufacturing durable goods,total,2016,M02,2/1/16,7748,41.1,27.03
manufacturing durable goods,total,2016,M03,3/1/16,7727,41.1,27.1
manufacturing durable goods,total,2016,M04,4/1/16,7731,41.2,27.21
manufacturing durable goods,total,2016,M05,5/1/16,7707,41.2,27.31
manufacturing durable goods,total,2016,M06,6/1/16,7704,41.2,27.32
manufacturing durable goods,total,2016,M07,7/1/16,7718,41.2,27.32
manufacturing durable goods,total,2016,M08,8/1/16,7697,41.1,27.46
manufacturing durable goods,total,2016,M09,9/1/16,7692,41.2,27.41
manufacturing durable goods,total,2016,M10,10/1/16,7692,41.2,27.57
manufacturing durable goods,total,2016,M11,11/1/16,7686,41.2,27.52
manufacturing durable goods,total,2016,M12,12/1/16,7694,41.2,27.6
manufacturing durable goods,total,2017,M01,1/1/17,7702,41.3,27.63
manufacturing durable goods,total,2017,M02,2/1/17,7698,41.2,27.67
manufacturing durable goods,total,2017,M03,3/1/17,7705,41.1,27.69
manufacturing durable goods,total,2017,M04,4/1/17,7708,41.2,27.79
manufacturing durable goods,total,2017,M05,5/1/17,7717,41.3,27.77
manufacturing durable goods,total,2017,M06,6/1/17,7725,41.3,27.82
manufacturing durable goods,total,2017,M07,7/1/17,7718,41.3,27.94
manufacturing durable goods,total,2017,M08,8/1/17,7753,41.3,27.85
manufacturing durable goods,total,2017,M09,9/1/17,7765,41.3,27.99
manufacturing durable goods,total,2017,M10,10/1/17,7776,41.5,28.01
manufacturing durable goods,total,2017,M11,11/1/17,7795,41.5,28.01
manufacturing durable goods,total,2017,M12,12/1/17,7818,41.3,28.05
manufacturing durable goods,total,2018,M01,1/1/18,7838,41.1,28.2
manufacturing durable goods,total,2018,M02,2/1/18,7861,41.5,28.15
manufacturing durable goods,total,2018,M03,3/1/18,7887,41.3,28.22
manufacturing durable goods,total,2018,M04,4/1/18,7906,41.5,28.26
manufacturing durable goods,total,2018,M05,5/1/18,7922,41.3,28.29
manufacturing durable goods,total,2018,M06,6/1/18,7943,41.4,28.35
manufacturing durable goods,total,2018,M07,7/1/18,7961,41.4,28.39
manufacturing durable goods,total,2018,M08,8/1/18,7971,41.3,28.48
manufacturing durable goods,total,2018,M09,9/1/18,7988,41.2,28.54
manufacturing durable goods,total,2018,M10,10/1/18,8009,41.2,28.56
manufacturing durable goods,total,2018,M11,11/1/18,8018,41.1,28.71
manufacturing durable goods,total,2018,M12,12/1/18,8034,41.2,28.77
manufacturing durable goods,total,2019,M01,1/1/19,8062,41.1,28.74
manufacturing durable goods,total,2019,M02,2/1/19,8062,41,28.91
manufacturing durable goods,total,2019,M03,3/1/19,8055,41.1,28.97
manufacturing durable goods,total,2019,M04,4/1/19,8053,40.9,28.94
manufacturing durable goods,total,2019,M05,5/1/19,8046,41.1,29.02
manufacturing durable goods,total,2019,M06,6/1/19,8046,41.2,29.14
manufacturing durable goods,total,2019,M07,7/1/19,8047,40.9,29.21
manufacturing durable goods,total,2019,M08,8/1/19,8039,41,29.23
manufacturing durable goods,total,2019,M09,9/1/19,8032,40.9,29.31
manufacturing durable goods,total,2019,M10,10/1/19,7979,40.8,29.39
manufacturing durable goods,total,2019,M11,11/1/19,8021,40.9,29.51
manufacturing durable goods,total,2019,M12,12/1/19,8011,40.9,29.62
manufacturing durable goods,total,2020,M01,1/1/20,8004,40.8,29.65
manufacturing durable goods,total,2020,M02,2/1/20,8007,41.1,29.71
manufacturing durable goods,total,2020,M03,3/1/20,7965,40.7,29.83
manufacturing durable goods,total,2020,M04,4/1/20,7068,37.7,30.84
manufacturing durable goods,total,2020,M05,5/1/20,7203,38.8,30.5
manufacturing durable goods,total,2020,M06,6/1/20,7460,39.1,30
manufacturing durable goods,total,2020,M07,7/1/20,7492,40,30.2
manufacturing durable goods,total,2020,M08,8/1/20,7489,40.2,30.35
manufacturing durable goods,total,2020,M09,9/1/20,7520,40.5,30.3
manufacturing durable goods,total,2020,M10,10/1/20,7530,40.6,30.35
manufacturing durable goods,total,2020,M11,11/1/20,7559,40.5,30.51
manufacturing durable goods,total,2020,M12,12/1/20,7580,40.3,30.47
manufacturing durable goods,total,2021,M01,1/1/21,7572,40.8,30.51
manufacturing durable goods,total,2021,M02,2/1/21,7600,40.6,30.65
manufacturing durable goods,total,2021,M03,3/1/21,7626,40.7,30.7
manufacturing durable goods,total,2021,M04,4/1/21,7593,40.5,30.88
manufacturing durable goods,total,2021,M05,5/1/21,7616,40.6,31.01
manufacturing durable goods,total,2021,M06,6/1/21,7632,40.4,31.11
manufacturing durable goods,total,2021,M07,7/1/21,7680,40.6,31.29
manufacturing durable goods,total,2021,M08,8/1/21,7710,40.5,31.35
manufacturing durable goods,total,2021,M09,9/1/21,7725,40.5,31.52
manufacturing durable goods,total,2021,M10,10/1/21,7766,40.4,31.62
manufacturing durable goods,total,2021,M11,11/1/21,7785,40.5,31.79
manufacturing durable goods,total,2021,M12,12/1/21,7816,40.6,31.88
manufacturing durable goods,total,2022,M01,1/1/22,7826,40.6,32.13
manufacturing durable goods,total,2022,M02,2/1/22,7846,41,31.99
manufacturing durable goods,total,2022,M03,3/1/22,7887,41,32.19
manufacturing durable goods,total,2022,M04,4/1/22,7921,40.9,32.36
manufacturing durable goods,total,2022,M05,5/1/22,7932,40.7,32.41
manufacturing nondurable goods,total,2006,M03,3/1/06,5214,39.1,19.05
manufacturing nondurable goods,total,2006,M04,4/1/06,5206,39.1,19.25
manufacturing nondurable goods,total,2006,M05,5/1/06,5186,39.3,19.1
manufacturing nondurable goods,total,2006,M06,6/1/06,5185,39.4,19.14
manufacturing nondurable goods,total,2006,M07,7/1/06,5180,39.3,19.23
manufacturing nondurable goods,total,2006,M08,8/1/06,5167,39.2,19.21
manufacturing nondurable goods,total,2006,M09,9/1/06,5153,39.2,19.28
manufacturing nondurable goods,total,2006,M10,10/1/06,5130,39.3,19.45
manufacturing nondurable goods,total,2006,M11,11/1/06,5123,39.3,19.3
manufacturing nondurable goods,total,2006,M12,12/1/06,5102,39.2,19.6
manufacturing nondurable goods,total,2007,M01,1/1/07,5118,39.4,19.42
manufacturing nondurable goods,total,2007,M02,2/1/07,5108,39.4,19.51
manufacturing nondurable goods,total,2007,M03,3/1/07,5099,39.4,19.49
manufacturing nondurable goods,total,2007,M04,4/1/07,5085,39.4,19.69
manufacturing nondurable goods,total,2007,M05,5/1/07,5083,39.4,19.63
manufacturing nondurable goods,total,2007,M06,6/1/07,5081,39.5,19.74
manufacturing nondurable goods,total,2007,M07,7/1/07,5074,39.6,19.79
manufacturing nondurable goods,total,2007,M08,8/1/07,5050,39.6,19.79
manufacturing nondurable goods,total,2007,M09,9/1/07,5038,39.6,19.82
manufacturing nondurable goods,total,2007,M10,10/1/07,5037,39.2,19.73
manufacturing nondurable goods,total,2007,M11,11/1/07,5033,39.7,19.89
manufacturing nondurable goods,total,2007,M12,12/1/07,5039,39.8,19.96
manufacturing nondurable goods,total,2008,M01,1/1/08,5032,39.5,19.89
manufacturing nondurable goods,total,2008,M02,2/1/08,5023,39.5,19.94
manufacturing nondurable goods,total,2008,M03,3/1/08,5013,39.8,20.12
manufacturing nondurable goods,total,2008,M04,4/1/08,5002,39.4,19.95
manufacturing nondurable goods,total,2008,M05,5/1/08,4985,39.6,20.09
manufacturing nondurable goods,total,2008,M06,6/1/08,4962,39.7,20.22
manufacturing nondurable goods,total,2008,M07,7/1/08,4942,39.4,20.13
manufacturing nondurable goods,total,2008,M08,8/1/08,4928,39.3,20.25
manufacturing nondurable goods,total,2008,M09,9/1/08,4903,39.2,20.26
manufacturing nondurable goods,total,2008,M10,10/1/08,4872,39.2,20.39
manufacturing nondurable goods,total,2008,M11,11/1/08,4841,39,20.48
manufacturing nondurable goods,total,2008,M12,12/1/08,4785,38.5,20.49
manufacturing nondurable goods,total,2009,M01,1/1/09,4729,38.5,20.6
manufacturing nondurable goods,total,2009,M02,2/1/09,4681,38.8,20.64
manufacturing nondurable goods,total,2009,M03,3/1/09,4631,38.5,20.68
manufacturing nondurable goods,total,2009,M04,4/1/09,4602,38.4,20.63
manufacturing nondurable goods,total,2009,M05,5/1/09,4573,38.5,20.63
manufacturing nondurable goods,total,2009,M06,6/1/09,4544,38.6,20.63
manufacturing nondurable goods,total,2009,M07,7/1/09,4522,38.8,20.62
manufacturing nondurable goods,total,2009,M08,8/1/09,4513,39,20.68
manufacturing nondurable goods,total,2009,M09,9/1/09,4507,38.9,20.66
manufacturing nondurable goods,total,2009,M10,10/1/09,4494,39,20.65
manufacturing nondurable goods,total,2009,M11,11/1/09,4489,39.2,20.72
manufacturing nondurable goods,total,2009,M12,12/1/09,4476,39.4,20.66
manufacturing nondurable goods,total,2010,M01,1/1/10,4471,39.7,20.71
manufacturing nondurable goods,total,2010,M02,2/1/10,4468,39.3,20.79
manufacturing nondurable goods,total,2010,M03,3/1/10,4457,39.6,20.78
manufacturing nondurable goods,total,2010,M04,4/1/10,4463,39.8,20.82
manufacturing nondurable goods,total,2010,M05,5/1/10,4472,40.1,20.94
manufacturing nondurable goods,total,2010,M06,6/1/10,4473,39.7,20.87
manufacturing nondurable goods,total,2010,M07,7/1/10,4478,39.7,20.99
manufacturing nondurable goods,total,2010,M08,8/1/10,4463,39.9,21.08
manufacturing nondurable goods,total,2010,M09,9/1/10,4458,40.1,21.09
manufacturing nondurable goods,total,2010,M10,10/1/10,4453,40,21.09
manufacturing nondurable goods,total,2010,M11,11/1/10,4460,39.9,20.96
manufacturing nondurable goods,total,2010,M12,12/1/10,4458,39.9,21.03
manufacturing nondurable goods,total,2011,M01,1/1/11,4453,39.9,21.16
manufacturing nondurable goods,total,2011,M02,2/1/11,4459,39.9,21.03
manufacturing nondurable goods,total,2011,M03,3/1/11,4461,39.8,21.02
manufacturing nondurable goods,total,2011,M04,4/1/11,4464,39.8,21.1
manufacturing nondurable goods,total,2011,M05,5/1/11,4456,40,21.19
manufacturing nondurable goods,total,2011,M06,6/1/11,4452,39.9,21.13
manufacturing nondurable goods,total,2011,M07,7/1/11,4457,39.9,21.22
manufacturing nondurable goods,total,2011,M08,8/1/11,4461,39.7,21.16
manufacturing nondurable goods,total,2011,M09,9/1/11,4456,39.7,21.23
manufacturing nondurable goods,total,2011,M10,10/1/11,4450,40,21.31
manufacturing nondurable goods,total,2011,M11,11/1/11,4439,39.8,21.21
manufacturing nondurable goods,total,2011,M12,12/1/11,4434,39.9,21.36
manufacturing nondurable goods,total,2012,M01,1/1/12,4440,40.3,21.43
manufacturing nondurable goods,total,2012,M02,2/1/12,4440,40.1,21.42
manufacturing nondurable goods,total,2012,M03,3/1/12,4452,40.1,21.51
manufacturing nondurable goods,total,2012,M04,4/1/12,4455,40.3,21.58
manufacturing nondurable goods,total,2012,M05,5/1/12,4456,40,21.47
manufacturing nondurable goods,total,2012,M06,6/1/12,4456,40.1,21.58
manufacturing nondurable goods,total,2012,M07,7/1/12,4461,40.2,21.61
manufacturing nondurable goods,total,2012,M08,8/1/12,4468,40.1,21.51
manufacturing nondurable goods,total,2012,M09,9/1/12,4471,40.2,21.55
manufacturing nondurable goods,total,2012,M10,10/1/12,4476,40.2,21.56
manufacturing nondurable goods,total,2012,M11,11/1/12,4462,40.2,21.65
manufacturing nondurable goods,total,2012,M12,12/1/12,4455,40.3,21.74
manufacturing nondurable goods,total,2013,M01,1/1/13,4468,40.1,21.65
manufacturing nondurable goods,total,2013,M02,2/1/13,4473,40.3,21.78
manufacturing nondurable goods,total,2013,M03,3/1/13,4468,40.3,21.76
manufacturing nondurable goods,total,2013,M04,4/1/13,4466,40.1,21.82
manufacturing nondurable goods,total,2013,M05,5/1/13,4467,40.1,21.88
manufacturing nondurable goods,total,2013,M06,6/1/13,4465,40.3,21.96
manufacturing nondurable goods,total,2013,M07,7/1/13,4467,40.1,21.95
manufacturing nondurable goods,total,2013,M08,8/1/13,4467,40.2,22.02
manufacturing nondurable goods,total,2013,M09,9/1/13,4468,40.2,22.08
manufacturing nondurable goods,total,2013,M10,10/1/13,4480,40.1,22.06
manufacturing nondurable goods,total,2013,M11,11/1/13,4490,40.1,22.11
manufacturing nondurable goods,total,2013,M12,12/1/13,4492,40.2,22.15
manufacturing nondurable goods,total,2014,M01,1/1/14,4498,40,22.21
manufacturing nondurable goods,total,2014,M02,2/1/14,4501,39.9,22.27
manufacturing nondurable goods,total,2014,M03,3/1/14,4499,40.3,22.27
manufacturing nondurable goods,total,2014,M04,4/1/14,4502,40,22.31
manufacturing nondurable goods,total,2014,M05,5/1/14,4499,40.2,22.39
manufacturing nondurable goods,total,2014,M06,6/1/14,4501,40.2,22.44
manufacturing nondurable goods,total,2014,M07,7/1/14,4503,40,22.43
manufacturing nondurable goods,total,2014,M08,8/1/14,4509,40.1,22.52
manufacturing nondurable goods,total,2014,M09,9/1/14,4517,40,22.43
manufacturing nondurable goods,total,2014,M10,10/1/14,4527,40.1,22.51
manufacturing nondurable goods,total,2014,M11,11/1/14,4535,40.3,22.56
manufacturing nondurable goods,total,2014,M12,12/1/14,4540,40.3,22.56
manufacturing nondurable goods,total,2015,M01,1/1/15,4540,40.2,22.67
manufacturing nondurable goods,total,2015,M02,2/1/15,4541,40.3,22.67
manufacturing nondurable goods,total,2015,M03,3/1/15,4548,40.2,22.74
manufacturing nondurable goods,total,2015,M04,4/1/15,4555,40.1,22.77
manufacturing nondurable goods,total,2015,M05,5/1/15,4560,40.1,22.75
manufacturing nondurable goods,total,2015,M06,6/1/15,4562,39.9,22.74
manufacturing nondurable goods,total,2015,M07,7/1/15,4575,40.2,22.87
manufacturing nondurable goods,total,2015,M08,8/1/15,4571,40.4,23.02
manufacturing nondurable goods,total,2015,M09,9/1/15,4581,40,23.13
manufacturing nondurable goods,total,2015,M10,10/1/15,4592,40.2,23.16
manufacturing nondurable goods,total,2015,M11,11/1/15,4601,40,23.25
manufacturing nondurable goods,total,2015,M12,12/1/15,4612,39.9,23.23
manufacturing nondurable goods,total,2016,M01,1/1/16,4621,40,23.26
manufacturing nondurable goods,total,2016,M02,2/1/16,4617,40,23.31
manufacturing nondurable goods,total,2016,M03,3/1/16,4615,39.9,23.44
manufacturing nondurable goods,total,2016,M04,4/1/16,4622,39.9,23.55
manufacturing nondurable goods,total,2016,M05,5/1/16,4625,40,23.67
manufacturing nondurable goods,total,2016,M06,6/1/16,4646,40,23.71
manufacturing nondurable goods,total,2016,M07,7/1/16,4654,39.9,23.75
manufacturing nondurable goods,total,2016,M08,8/1/16,4651,39.9,23.85
manufacturing nondurable goods,total,2016,M09,9/1/16,4655,40.1,23.93
manufacturing nondurable goods,total,2016,M10,10/1/16,4653,40,24.06
manufacturing nondurable goods,total,2016,M11,11/1/16,4656,39.8,24.08
manufacturing nondurable goods,total,2016,M12,12/1/16,4661,39.9,24.14
manufacturing nondurable goods,total,2017,M01,1/1/17,4664,40,24.29
manufacturing nondurable goods,total,2017,M02,2/1/17,4682,39.8,24.29
manufacturing nondurable goods,total,2017,M03,3/1/17,4688,39.6,24.26
manufacturing nondurable goods,total,2017,M04,4/1/17,4692,39.9,24.44
manufacturing nondurable goods,total,2017,M05,5/1/17,4692,39.9,24.39
manufacturing nondurable goods,total,2017,M06,6/1/17,4697,40,24.37
manufacturing nondurable goods,total,2017,M07,7/1/17,4705,40.3,24.5
manufacturing nondurable goods,total,2017,M08,8/1/17,4714,40,24.43
manufacturing nondurable goods,total,2017,M09,9/1/17,4712,40,24.5
manufacturing nondurable goods,total,2017,M10,10/1/17,4714,40.2,24.54
manufacturing nondurable goods,total,2017,M11,11/1/17,4710,40.2,24.58
manufacturing nondurable goods,total,2017,M12,12/1/17,4715,39.9,24.61
manufacturing nondurable goods,total,2018,M01,1/1/18,4718,40,24.71
manufacturing nondurable goods,total,2018,M02,2/1/18,4721,40.3,24.69
manufacturing nondurable goods,total,2018,M03,3/1/18,4721,40.2,24.7
manufacturing nondurable goods,total,2018,M04,4/1/18,4726,40.3,24.67
manufacturing nondurable goods,total,2018,M05,5/1/18,4739,40.3,24.66
manufacturing nondurable goods,total,2018,M06,6/1/18,4750,40.2,24.69
manufacturing nondurable goods,total,2018,M07,7/1/18,4753,40.4,24.62
manufacturing nondurable goods,total,2018,M08,8/1/18,4753,40.4,24.65
manufacturing nondurable goods,total,2018,M09,9/1/18,4755,40.2,24.64
manufacturing nondurable goods,total,2018,M10,10/1/18,4753,40.2,24.71
manufacturing nondurable goods,total,2018,M11,11/1/18,4756,40.3,24.75
manufacturing nondurable goods,total,2018,M12,12/1/18,4759,40.4,24.82
manufacturing nondurable goods,total,2019,M01,1/1/19,4760,40.2,24.86
manufacturing nondurable goods,total,2019,M02,2/1/19,4759,40.1,24.95
manufacturing nondurable goods,total,2019,M03,3/1/19,4764,40.1,24.96
manufacturing nondurable goods,total,2019,M04,4/1/19,4771,40,24.94
manufacturing nondurable goods,total,2019,M05,5/1/19,4775,39.9,25.02
manufacturing nondurable goods,total,2019,M06,6/1/19,4783,39.9,25.09
manufacturing nondurable goods,total,2019,M07,7/1/19,4785,39.6,25.21
manufacturing nondurable goods,total,2019,M08,8/1/19,4788,39.7,25.28
manufacturing nondurable goods,total,2019,M09,9/1/19,4788,39.7,25.31
manufacturing nondurable goods,total,2019,M10,10/1/19,4785,39.6,25.41
manufacturing nondurable goods,total,2019,M11,11/1/19,4791,39.7,25.49
manufacturing nondurable goods,total,2019,M12,12/1/19,4784,39.7,25.65
manufacturing nondurable goods,total,2020,M01,1/1/20,4780,39.7,25.75
manufacturing nondurable goods,total,2020,M02,2/1/20,4778,39.9,25.82
manufacturing nondurable goods,total,2020,M03,3/1/20,4752,39.8,25.98
manufacturing nondurable goods,total,2020,M04,4/1/20,4355,38.3,26.81
manufacturing nondurable goods,total,2020,M05,5/1/20,4453,38.6,26.62
manufacturing nondurable goods,total,2020,M06,6/1/20,4530,39,26.41
manufacturing nondurable goods,total,2020,M07,7/1/20,4533,39.4,26.44
manufacturing nondurable goods,total,2020,M08,8/1/20,4561,39.6,26.54
manufacturing nondurable goods,total,2020,M09,9/1/20,4575,39.8,26.53
manufacturing nondurable goods,total,2020,M10,10/1/20,4592,40.2,26.4
manufacturing nondurable goods,total,2020,M11,11/1/20,4598,39.8,26.49
manufacturing nondurable goods,total,2020,M12,12/1/20,4610,39.8,26.59
manufacturing nondurable goods,total,2021,M01,1/1/21,4612,40,26.65
manufacturing nondurable goods,total,2021,M02,2/1/21,4622,40.1,26.73
manufacturing nondurable goods,total,2021,M03,3/1/21,4642,40.1,26.69
manufacturing nondurable goods,total,2021,M04,4/1/21,4647,40.3,26.83
manufacturing nondurable goods,total,2021,M05,5/1/21,4652,40.1,27.08
manufacturing nondurable goods,total,2021,M06,6/1/21,4656,40.1,27.17
manufacturing nondurable goods,total,2021,M07,7/1/21,4670,40.2,27.33
manufacturing nondurable goods,total,2021,M08,8/1/21,4681,40.2,27.37
manufacturing nondurable goods,total,2021,M09,9/1/21,4688,40.2,27.52
manufacturing nondurable goods,total,2021,M10,10/1/21,4700,40.2,27.7
manufacturing nondurable goods,total,2021,M11,11/1/21,4729,40,27.66
manufacturing nondurable goods,total,2021,M12,12/1/21,4739,40,27.79
manufacturing nondurable goods,total,2022,M01,1/1/22,4755,39.9,27.95
manufacturing nondurable goods,total,2022,M02,2/1/22,4785,40.2,28.01
manufacturing nondurable goods,total,2022,M03,3/1/22,4802,40.1,27.97
manufacturing nondurable goods,total,2022,M04,4/1/22,4829,39.9,28.09
manufacturing nondurable goods,total,2022,M05,5/1/22,4836,39.9,28.05
wholesale trade,total,2006,M03,3/1/06,5811.6,37.6,22.96
wholesale trade,total,2006,M04,4/1/06,5823.5,37.6,23
wholesale trade,total,2006,M05,5/1/06,5835.2,37.5,23.03
wholesale trade,total,2006,M06,6/1/06,5839.1,37.7,23.17
wholesale trade,total,2006,M07,7/1/06,5847.9,37.7,23.25
wholesale trade,total,2006,M08,8/1/06,5856.2,37.6,23.29
wholesale trade,total,2006,M09,9/1/06,5864.9,37.8,23.47
wholesale trade,total,2006,M10,10/1/06,5863.4,37.8,23.39
wholesale trade,total,2006,M11,11/1/06,5874.4,37.9,23.43
wholesale trade,total,2006,M12,12/1/06,5899.5,37.9,23.78
wholesale trade,total,2007,M01,1/1/07,5903.6,37.7,23.57
wholesale trade,total,2007,M02,2/1/07,5918.7,37.9,23.63
wholesale trade,total,2007,M03,3/1/07,5921.9,38.1,23.75
wholesale trade,total,2007,M04,4/1/07,5937.6,38,23.79
wholesale trade,total,2007,M05,5/1/07,5945.2,38.1,23.85
wholesale trade,total,2007,M06,6/1/07,5955.1,38.1,24.09
wholesale trade,total,2007,M07,7/1/07,5962,38.1,23.82
wholesale trade,total,2007,M08,8/1/07,5961.4,38.2,24.02
wholesale trade,total,2007,M09,9/1/07,5962.6,38.1,24.06
wholesale trade,total,2007,M10,10/1/07,5969.4,38.1,24.11
wholesale trade,total,2007,M11,11/1/07,5969.5,38.3,24.04
wholesale trade,total,2007,M12,12/1/07,5969.7,38.3,24.06
wholesale trade,total,2008,M01,1/1/08,5967.1,38.4,24.02
wholesale trade,total,2008,M02,2/1/08,5957.2,38.4,24.07
wholesale trade,total,2008,M03,3/1/08,5947.5,38.4,24.12
wholesale trade,total,2008,M04,4/1/08,5925.5,38.5,24.14
wholesale trade,total,2008,M05,5/1/08,5912.5,38.5,24.22
wholesale trade,total,2008,M06,6/1/08,5899.8,38.5,24.25
wholesale trade,total,2008,M07,7/1/08,5878.4,38.6,24.34
wholesale trade,total,2008,M08,8/1/08,5857.4,38.7,24.57
wholesale trade,total,2008,M09,9/1/08,5845.4,38.5,24.36
wholesale trade,total,2008,M10,10/1/08,5806.4,38.4,24.4
wholesale trade,total,2008,M11,11/1/08,5769.8,38.4,24.63
wholesale trade,total,2008,M12,12/1/08,5729.4,38.4,24.67
wholesale trade,total,2009,M01,1/1/09,5698.8,38.5,24.76
wholesale trade,total,2009,M02,2/1/09,5650.7,38.2,24.87
wholesale trade,total,2009,M03,3/1/09,5608.3,37.9,24.92
wholesale trade,total,2009,M04,4/1/09,5561.9,37.9,25.09
wholesale trade,total,2009,M05,5/1/09,5537.2,38,25.21
wholesale trade,total,2009,M06,6/1/09,5513.7,37.8,25.26
wholesale trade,total,2009,M07,7/1/09,5488.4,37.8,25.26
wholesale trade,total,2009,M08,8/1/09,5471.1,37.8,25.66
wholesale trade,total,2009,M09,9/1/09,5454.3,37.7,25.62
wholesale trade,total,2009,M10,10/1/09,5433.4,37.8,25.69
wholesale trade,total,2009,M11,11/1/09,5423.3,37.8,25.82
wholesale trade,total,2009,M12,12/1/09,5409.5,37.8,25.84
wholesale trade,total,2010,M01,1/1/10,5390.2,37.9,26.05
wholesale trade,total,2010,M02,2/1/10,5379.3,37.8,26.07
wholesale trade,total,2010,M03,3/1/10,5378.8,38,26.06
wholesale trade,total,2010,M04,4/1/10,5378.5,38.1,26.02
wholesale trade,total,2010,M05,5/1/10,5375,38,26.03
wholesale trade,total,2010,M06,6/1/10,5379.3,38,26.02
wholesale trade,total,2010,M07,7/1/10,5380.9,38.2,26.02
wholesale trade,total,2010,M08,8/1/10,5382.6,38.2,25.93
wholesale trade,total,2010,M09,9/1/10,5388.5,38.4,26.12
wholesale trade,total,2010,M10,10/1/10,5396.1,38.5,26.19
wholesale trade,total,2010,M11,11/1/10,5401.6,38.4,26.07
wholesale trade,total,2010,M12,12/1/10,5408.3,38.4,26.16
wholesale trade,total,2011,M01,1/1/11,5414.8,38.5,26.2
wholesale trade,total,2011,M02,2/1/11,5427.5,38.5,26.18
wholesale trade,total,2011,M03,3/1/11,5443.9,38.6,26.11
wholesale trade,total,2011,M04,4/1/11,5456.7,38.6,26.2
wholesale trade,total,2011,M05,5/1/11,5462.6,38.5,26.21
wholesale trade,total,2011,M06,6/1/11,5470.5,38.7,26.29
wholesale trade,total,2011,M07,7/1/11,5478.6,38.7,26.35
wholesale trade,total,2011,M08,8/1/11,5488.1,38.6,26.33
wholesale trade,total,2011,M09,9/1/11,5492.6,38.8,26.3
wholesale trade,total,2011,M10,10/1/11,5507.5,38.8,26.43
wholesale trade,total,2011,M11,11/1/11,5515,38.9,26.38
wholesale trade,total,2011,M12,12/1/11,5534.7,38.8,26.44
wholesale trade,total,2012,M01,1/1/12,5550.3,38.8,26.42
wholesale trade,total,2012,M02,2/1/12,5562.4,38.8,26.44
wholesale trade,total,2012,M03,3/1/12,5568.8,38.7,26.59
wholesale trade,total,2012,M04,4/1/12,5582.7,38.7,26.59
wholesale trade,total,2012,M05,5/1/12,5593.2,38.8,26.65
wholesale trade,total,2012,M06,6/1/12,5598.9,38.7,26.71
wholesale trade,total,2012,M07,7/1/12,5609.8,38.6,26.74
wholesale trade,total,2012,M08,8/1/12,5609.7,38.6,26.79
wholesale trade,total,2012,M09,9/1/12,5606.7,38.7,26.88
wholesale trade,total,2012,M10,10/1/12,5617.3,38.5,26.95
wholesale trade,total,2012,M11,11/1/12,5620.6,38.6,27.08
wholesale trade,total,2012,M12,12/1/12,5626.6,38.7,27.32
