,region,industry,employed_count,region_population,percent_of_state_population,year,Code
485,Rhode Island,Retail trade,61959,535140,0.115780917,2020,RI
486,Rhode Island,"Transportation and warehousing, and utilities",22628,535140,0.042284262,2020,RI
487,Rhode Island,Information,7937,535140,0.014831633,2020,RI
488,Rhode Island,"Finance and insurance, and real estate and rental and leasing",35812,535140,0.066920806,2020,RI
489,Rhode Island,"Professional, scientific, and management, and administrative and waste management services",56662,535140,0.105882573,2020,RI
490,Rhode Island,"Educational services, and health care and social assistance",146465,535140,0.273694734,2020,RI
491,Rhode Island,"Arts, entertainment, and recreation, and accommodation and food services",53729,535140,0.100401764,2020,RI
492,Rhode Island,"Other services, except public administration",24644,535140,0.046051501,2020,RI
493,Rhode Island,Public administration,21475,535140,0.040129686,2020,RI
494,South Carolina,"Agriculture, forestry, fishing and hunting, and mining",21707,2312831,0.009385467,2020,SC
495,South Carolina,Construction,159136,2312831,0.068805719,2020,SC
496,South Carolina,Manufacturing,310653,2312831,0.134317207,2020,SC
497,South Carolina,Wholesale trade,55126,2312831,0.023834859,2020,SC
498,South Carolina,Retail trade,272348,2312831,0.117755253,2020,SC
499,South Carolina,"Transportation and warehousing, and utilities",121924,2312831,0.052716346,2020,SC
500,South Carolina,Information,34945,2312831,0.015109189,2020,SC
501,South Carolina,"Finance and insurance, and real estate and rental and leasing",132837,2312831,0.057434806,2020,SC
502,South Carolina,"Professional, scientific, and management, and administrative and waste management services",242008,2312831,0.104637131,2020,SC
503,South Carolina,"Educational services, and health care and social assistance",510174,2312831,0.22058421,2020,SC
504,South Carolina,"Arts, entertainment, and recreation, and accommodation and food services",231450,2312831,0.100072163,2020,SC
505,South Carolina,"Other services, except public administration",117145,2312831,0.050650047,2020,SC
506,South Carolina,Public administration,103378,2312831,0.044697602,2020,SC
507,South Dakota,"Agriculture, forestry, fishing and hunting, and mining",28841,447607,0.064433756,2020,SD
508,South Dakota,Construction,31693,447607,0.070805416,2020,SD
509,South Dakota,Manufacturing,44942,447607,0.100405043,2020,SD
510,South Dakota,Wholesale trade,12558,447607,0.028055862,2020,SD
511,South Dakota,Retail trade,51419,447607,0.114875326,2020,SD
512,South Dakota,"Transportation and warehousing, and utilities",19274,447607,0.043060095,2020,SD
513,South Dakota,Information,6734,447607,0.015044447,2020,SD
514,South Dakota,"Finance and insurance, and real estate and rental and leasing",32792,447607,0.073260695,2020,SD
515,South Dakota,"Professional, scientific, and management, and administrative and waste management services",29580,447607,0.066084757,2020,SD
516,South Dakota,"Educational services, and health care and social assistance",107425,447607,0.239998481,2020,SD
517,South Dakota,"Arts, entertainment, and recreation, and accommodation and food services",40036,447607,0.089444535,2020,SD
518,South Dakota,"Other services, except public administration",20237,447607,0.045211536,2020,SD
519,South Dakota,Public administration,22076,447607,0.049320051,2020,SD
520,Tennessee,"Agriculture, forestry, fishing and hunting, and mining",30647,3147330,0.00973746,2020,TN
521,Tennessee,Construction,207930,3147330,0.066065522,2020,TN
522,Tennessee,Manufacturing,407372,3147330,0.129434155,2020,TN
523,Tennessee,Wholesale trade,78540,3147330,0.024954485,2020,TN
524,Tennessee,Retail trade,363783,3147330,0.115584638,2020,TN
525,Tennessee,"Transportation and warehousing, and utilities",213485,3147330,0.06783051,2020,TN
526,Tennessee,Information,51646,3147330,0.016409465,2020,TN
527,Tennessee,"Finance and insurance, and real estate and rental and leasing",185646,3147330,0.058985235,2020,TN
528,Tennessee,"Professional, scientific, and management, and administrative and waste management services",313118,3147330,0.099486867,2020,TN
529,Tennessee,"Educational services, and health care and social assistance",710151,3147330,0.225636015,2020,TN
530,Tennessee,"Arts, entertainment, and recreation, and accommodation and food services",302798,3147330,0.096207897,2020,TN
531,Tennessee,"Other services, except public administration",151445,3147330,0.048118564,2020,TN
532,Tennessee,Public administration,130769,3147330,0.041549186,2020,TN
533,Texas,"Agriculture, forestry, fishing and hunting, and mining",382157,13461358,0.028389186,2020,TX
534,Texas,Construction,1162805,13461358,0.086380958,2020,TX
535,Texas,Manufacturing,1136354,13461358,0.084416,2020,TX
536,Texas,Wholesale trade,376139,13461358,0.027942129,2020,TX
537,Texas,Retail trade,1511963,13461358,0.112318757,2020,TX
538,Texas,"Transportation and warehousing, and utilities",808075,13461358,0.060029233,2020,TX
539,Texas,Information,227404,13461358,0.016893095,2020,TX
540,Texas,"Finance and insurance, and real estate and rental and leasing",911531,13461358,0.067714639,2020,TX
541,Texas,"Professional, scientific, and management, and administrative and waste management services",1576600,13461358,0.117120427,2020,TX
542,Texas,"Educational services, and health care and social assistance",2932061,13461358,0.217813166,2020,TX
543,Texas,"Arts, entertainment, and recreation, and accommodation and food services",1212944,13461358,0.090105619,2020,TX
544,Texas,"Other services, except public administration",680503,13461358,0.050552329,2020,TX
545,Texas,Public administration,542822,13461358,0.040324461,2020,TX
546,Utah,"Agriculture, forestry, fishing and hunting, and mining",23649,1537623,0.015380233,2020,UT
547,Utah,Construction,111250,1537623,0.072351935,2020,UT
548,Utah,Manufacturing,153651,1537623,0.099927616,2020,UT
549,Utah,Wholesale trade,37330,1537623,0.024277733,2020,UT
550,Utah,Retail trade,177007,1537623,0.115117295,2020,UT
551,Utah,"Transportation and warehousing, and utilities",79356,1537623,0.05160953,2020,UT
552,Utah,Information,30835,1537623,0.02005368,2020,UT
553,Utah,"Finance and insurance, and real estate and rental and leasing",109705,1537623,0.071347138,2020,UT
554,Utah,"Professional, scientific, and management, and administrative and waste management services",194997,1537623,0.126817172,2020,UT
555,Utah,"Educational services, and health care and social assistance",344198,1537623,0.22385071,2020,UT
556,Utah,"Arts, entertainment, and recreation, and accommodation and food services",134605,1537623,0.087540964,2020,UT
557,Utah,"Other services, except public administration",68637,1537623,0.04463838,2020,UT
558,Utah,Public administration,72403,1537623,0.047087615,2020,UT
559,Vermont,"Agriculture, forestry, fishing and hunting, and mining",8716,328642,0.02652126,2020,VT
560,Vermont,Construction,23483,328642,0.071454653,2020,VT
561,Vermont,Manufacturing,34381,328642,0.104615357,2020,VT
562,Vermont,Wholesale trade,6161,328642,0.018746843,2020,VT
563,Vermont,Retail trade,37586,328642,0.11436761,2020,VT
564,Vermont,"Transportation and warehousing, and utilities",9930,328642,0.030215249,2020,VT
565,Vermont,Information,5462,328642,0.016619909,2020,VT
566,Vermont,"Finance and insurance, and real estate and rental and leasing",15646,328642,0.047608035,2020,VT
567,Vermont,"Professional, scientific, and management, and administrative and waste management services",29821,328642,0.090740076,2020,VT
568,Vermont,"Educational services, and health care and social assistance",94190,328642,0.28660366,2020,VT
569,Vermont,"Arts, entertainment, and recreation, and accommodation and food services",31942,328642,0.097193907,2020,VT
570,Vermont,"Other services, except public administration",15017,328642,0.045694099,2020,VT
571,Vermont,Public administration,16307,328642,0.049619343,2020,VT
572,Virginia,"Agriculture, forestry, fishing and hunting, and mining",35355,4179739,0.008458662,2020,VA
573,Virginia,Construction,274146,4179739,0.065589263,2020,VA
574,Virginia,Manufacturing,294903,4179739,0.070555362,2020,VA
575,Virginia,Wholesale trade,73495,4179739,0.017583634,2020,VA
576,Virginia,Retail trade,423525,4179739,0.101328097,2020,VA
577,Virginia,"Transportation and warehousing, and utilities",189418,4179739,0.045318141,2020,VA
578,Virginia,Information,78532,4179739,0.018788733,2020,VA
579,Virginia,"Finance and insurance, and real estate and rental and leasing",265113,4179739,0.063428123,2020,VA
580,Virginia,"Professional, scientific, and management, and administrative and waste management services",663421,4179739,0.158723069,2020,VA
581,Virginia,"Educational services, and health care and social assistance",926211,4179739,0.221595415,2020,VA
582,Virginia,"Arts, entertainment, and recreation, and accommodation and food services",365693,4179739,0.087491827,2020,VA
583,Virginia,"Other services, except public administration",220156,4179739,0.052672188,2020,VA
584,Virginia,Public administration,369771,4179739,0.088467486,2020,VA
585,Washington,"Agriculture, forestry, fishing and hunting, and mining",90751,3660034,0.024795125,2020,WA
586,Washington,Construction,254382,3660034,0.069502633,2020,WA
587,Washington,Manufacturing,348001,3660034,0.095081357,2020,WA
588,Washington,Wholesale trade,98459,3660034,0.026901116,2020,WA
589,Washington,Retail trade,425312,3660034,0.116204385,2020,WA
590,Washington,"Transportation and warehousing, and utilities",199867,3660034,0.054607963,2020,WA
591,Washington,Information,79372,3660034,0.021686137,2020,WA
592,Washington,"Finance and insurance, and real estate and rental and leasing",193558,3660034,0.052884208,2020,WA
593,Washington,"Professional, scientific, and management, and administrative and waste management services",499065,3660034,0.136355291,2020,WA
594,Washington,"Educational services, and health care and social assistance",792288,3660034,0.21647012,2020,WA
595,Washington,"Arts, entertainment, and recreation, and accommodation and food services",330885,3660034,0.090404898,2020,WA
596,Washington,"Other services, except public administration",165644,3660034,0.045257503,2020,WA
597,Washington,Public administration,182450,3660034,0.049849264,2020,WA
598,West Virginia,"Agriculture, forestry, fishing and hunting, and mining",26546,744272,0.035667068,2020,WV
599,West Virginia,Construction,48525,744272,0.065197938,2020,WV
600,West Virginia,Manufacturing,59759,744272,0.080291883,2020,WV
601,West Virginia,Wholesale trade,14916,744272,0.02004106,2020,WV
602,West Virginia,Retail trade,92387,744272,0.124130694,2020,WV
603,West Virginia,"Transportation and warehousing, and utilities",43410,744272,0.058325451,2020,WV
604,West Virginia,Information,11140,744272,0.014967646,2020,WV
605,West Virginia,"Finance and insurance, and real estate and rental and leasing",31422,744272,0.042218436,2020,WV
606,West Virginia,"Professional, scientific, and management, and administrative and waste management services",58170,744272,0.07815691,2020,WV
607,West Virginia,"Educational services, and health care and social assistance",207353,744272,0.278598416,2020,WV
608,West Virginia,"Arts, entertainment, and recreation, and accommodation and food services",66851,744272,0.089820657,2020,WV
609,West Virginia,"Other services, except public administration",32325,744272,0.043431702,2020,WV
610,West Virginia,Public administration,51468,744272,0.069152138,2020,WV
611,Wisconsin,"Agriculture, forestry, fishing and hunting, and mining",64295,2983277,0.021551804,2020,WI
612,Wisconsin,Construction,175919,2983277,0.058968376,2020,WI
613,Wisconsin,Manufacturing,537489,2983277,0.180167313,2020,WI
614,Wisconsin,Wholesale trade,79736,2983277,0.026727656,2020,WI
615,Wisconsin,Retail trade,327578,2983277,0.109804755,2020,WI
616,Wisconsin,"Transportation and warehousing, and utilities",138676,2983277,0.046484453,2020,WI
617,Wisconsin,Information,47567,2983277,0.015944547,2020,WI
618,Wisconsin,"Finance and insurance, and real estate and rental and leasing",182437,2983277,0.061153222,2020,WI
619,Wisconsin,"Professional, scientific, and management, and administrative and waste management services",256866,2983277,0.086101961,2020,WI
620,Wisconsin,"Educational services, and health care and social assistance",697836,2983277,0.233915925,2020,WI
621,Wisconsin,"Arts, entertainment, and recreation, and accommodation and food services",245606,2983277,0.082327588,2020,WI
622,Wisconsin,"Other services, except public administration",125507,2983277,0.04207018,2020,WI
623,Wisconsin,Public administration,103765,2983277,0.034782221,2020,WI
624,Wyoming,"Agriculture, forestry, fishing and hunting, and mining",30306,287375,0.105458025,2020,WY
625,Wyoming,Construction,23480,287375,0.081705089,2020,WY
626,Wyoming,Manufacturing,12392,287375,0.043121357,2020,WY
627,Wyoming,Wholesale trade,5368,287375,0.018679426,2020,WY
628,Wyoming,Retail trade,31093,287375,0.108196607,2020,WY
629,Wyoming,"Transportation and warehousing, and utilities",18036,287375,0.062761201,2020,WY
630,Wyoming,Information,4539,287375,0.015794693,2020,WY
631,Wyoming,"Finance and insurance, and real estate and rental and leasing",13043,287375,0.04538669,2020,WY
632,Wyoming,"Professional, scientific, and management, and administrative and waste management services",18817,287375,0.065478904,2020,WY
633,Wyoming,"Educational services, and health care and social assistance",71989,287375,0.250505437,2020,WY
634,Wyoming,"Arts, entertainment, and recreation, and accommodation and food services",28130,287375,0.097886037,2020,WY
635,Wyoming,"Other services, except public administration",13173,287375,0.04583906,2020,WY
636,Wyoming,Public administration,17009,287375,0.059187473,2020,WY
